Keys,Definitions,Topic,Name
tơgok,to split up ,-1,-1_to_be_of_and
tơgowi,small bird that sings at dawn,11,11_bird_birds_rooster_nest
tơgở,to be broken,-1,-1_to_be_of_and
tơgỡng,to describe a stick,2,2_hit_hand_carry_stick
tơgrĭn,to be tied up well,-1,-1_to_be_of_and
tơgrŏl,"of a ball, log, rock to roll or be rolled",56,56_roll_up_curl_curled
tơguăt,"to tie a knot; to keep in the mind, remember and follow",-1,-1_to_be_of_and
tơgŭm,to help,0,0_praise_greet_oh_me
tơhak,of tree to be split,19,19_tree_branch_branches_trees
tơhek,to be torn,-1,-1_to_be_of_and
tơhiap,to curse each other,-1,-1_to_be_of_and
tơhiĕng,the string of the crossbow,-1,-1_to_be_of_and
tơhiong,to lose on purpose,30,30_stop_prevent_keep_doing
tơhiŭl,of a rope to be,18,18_thread_weaving_instrument_wind
tơhlăk,"to be caught hooked on something, be caught by the enemy",-1,-1_to_be_of_and
tơhleh,of a seam to come apart,-1,-1_to_be_of_and
tơhlĕl,"only one, very little",5,5_more_nothing_completely_all
tơhli,to scare,39,39_afraid_fearful_scary_frightened
"tơhlŏu, tơhlâu",to point with finger,-1,-1_to_be_of_and
tơhmă,to practice,10,10_think_speak_understand_tell
"tơhngơi, hiĕk tơhngơi",to designate long period of laughter,51,51_quiet_laugh_quietly_whisper
tơhoch,to throw something into a stream so that it will be carried away ,-1,-1_to_be_of_and
tơhôih,"to be out of breath, breathe hard, sigh",-1,-1_to_be_of_and
tơhrông,"leap upon, pounce upon",-1,-1_to_be_of_and
tơhrŭn-dŭn,messy clothes,7,7_clothes_head_cloth_wrinkled
tơhueh,to be broken,-1,-1_to_be_of_and
tơhuŏng,to drop something on purpose,30,30_stop_prevent_keep_doing
tơiung,"to raise someone up, make to stand (animate things)",-1,-1_to_be_of_and
tơiung kơting,to make retribution for killing people,25,25_died_ceremony_grave_sacrifice
tơjĕr,to cut into small slices,49,49_cut_slices_into_straight
tơjêr,to cut into large flat pieces,49,49_cut_slices_into_straight
tơjrang,tree hut ,19,19_tree_branch_branches_trees
tơjrao,to be a little ripe,9,9_fruit_leaf_plant_leaves
tơjră,to brace,0,0_praise_greet_oh_me
tơju,a hut used when hunting,-1,-1_to_be_of_and
tơjur,"to make to go down, pull down, put down, lower",33,33_fall_down_descend_stumble
tơkan,to go quickly to see or help someone,12,12_quickly_walking_go_walk
tơket,to choke each other,-1,-1_to_be_of_and
tơkĕch,"to yell, scream",1,1_noise_sound_tiger_of
tơkhiĕn,a ring,46,46_chain_necklace_metal_bracelet
tơklah,"to part, split into groups",-1,-1_to_be_of_and
tơklă,"to bump into each other, to hit the target ",2,2_hit_hand_carry_stick
tơko ,thread used in weaving to pull up upper layer,18,18_thread_weaving_instrument_wind
tơkoh,"to fight each other with swords, knives",-1,-1_to_be_of_and
tơkong,bone of lower leg,35,35_leg_arm_legs_joint
"tơkong, plei tơkong",type of wild mango,-1,-1_to_be_of_and
"tơkơi, đak tơkơi",waterfalls,8,8_water_river_sea_stream
tơkỡl,to fall down head over heels,33,33_fall_down_descend_stumble
tơkul,to have white dirty spots,17,17_dark_skin_white_black
tơkul-tơkal-mal,intensive form of tơkul,29,29_intensive_form_lơ_truly
tơl,"to answer, to promise the spirits a sacrifice",-1,-1_to_be_of_and
tơlak,twine made from bamboo ,15,15_bamboo_tube_xylophone_tall
tơlang,"to arbitrate, judge, have trial; to interpret explain",10,10_think_speak_understand_tell
tơlang,to come untied ,-1,-1_to_be_of_and
tơlang,skeleton ,0,0_praise_greet_oh_me
tơlăk,to place on shoulder e.g. a blanket hung on shoulder when no longer for warmth when walking,-1,-1_to_be_of_and
tơlăng,to look at each other,28,28_look_at_peek_test
tơleh,woodpecker ,-1,-1_to_be_of_and
tơlei ,rope string cord ,18,18_thread_weaving_instrument_wind
tơlĕch,"to let out, take out ",-1,-1_to_be_of_and
tơlŏ,"stick used to beat gongs, drums ",2,2_hit_hand_carry_stick
tơlỡ,"to push, shove",2,2_hit_hand_carry_stick
tơluăn,naked-looking,7,7_clothes_head_cloth_wrinkled
tơlueng,(bound morpheme that occurs in tơlueng-tơluônh-mônh),-1,-1_to_be_of_and
tơlueng-tơluônh-mônh,to describe someone with eyes half shut as when drunk or dead,-1,-1_to_be_of_and
toluĕnh,of a small child to sleep curled up,56,56_roll_up_curl_curled
tơluh,to go quickly,12,12_quickly_walking_go_walk
tơluih,to make to wear down,33,33_fall_down_descend_stumble
tơluing,to describe a blind person's eyes,55,55_eyes_eye_cockeyed_crosseyed
tơluỡng,to describe the way a cross-eyed person or person with eye defect looks,55,55_eyes_eye_cockeyed_crosseyed
to'lĕnh,"to beat, hurt",-1,-1_to_be_of_and
tơm,trunk of tree; classifier for trees,19,19_tree_branch_branches_trees
tơm,"main, principal; owner ",-1,-1_to_be_of_and
măng tơm,the main door,0,0_praise_greet_oh_me
tơmam,"thing, item, object",-1,-1_to_be_of_and
tơmang,to look far away ,28,28_look_at_peek_test
tơmăn,plains,0,0_praise_greet_oh_me
tơmĭl,to be angry at each other,22,22_angry_sad_insult_threaten
tơmo,"stone, rock",-1,-1_to_be_of_and
tơmoi,guest stranger foreigner outsider,13,13_person_people_1st_2nd
tơmŏk,to be successful in hunting,36,36_dog_hunting_prey_wild
"tơmông, iĕr tơmông",rooster,11,11_bird_birds_rooster_nest
tơmỡt,to make to enter,-1,-1_to_be_of_and
tơ'moih,to lure bait someone,44,44_trap_animals_bait_pam
tơ'mok,to sit on haunches,30,30_stop_prevent_keep_doing
tơ'mỡng,"stem that makes new leaf, flower",9,9_fruit_leaf_plant_leaves
tơ'mret,"to do just a little, move just a little",-1,-1_to_be_of_and
tơnang,betel,0,0_praise_greet_oh_me
tơnang,door made of bamboo,15,15_bamboo_tube_xylophone_tall
tơnang,area with rocks unfit for field,37,37_hole_plug_drill_sink
tơnanh,woof,0,0_praise_greet_oh_me
tơnăr,woven bamboo wall,15,15_bamboo_tube_xylophone_tall
tơneh,papaya,0,0_praise_greet_oh_me
tơneh,cigarette lighter,-1,-1_to_be_of_and
tơnei,"father-in-law, mother-in-law",14,14_children_law_mother_father
tơnen,"to be conscientious, dependable",-1,-1_to_be_of_and
tơno,"male animals, non-producing plants",-1,-1_to_be_of_and
tơnŏ,to be warm,42,42_cold_hot_cool_season
ao tơnŏ,"coat, warm clothing",7,7_clothes_head_cloth_wrinkled
tơnôn,"stick used to hit with, club",2,2_hit_hand_carry_stick
tơnơm,"classifier for plants, trees",-1,-1_to_be_of_and
tơnuh,hearth,0,0_praise_greet_oh_me
tơnuh ŭnh,ashes,4,4_fire_light_boil_kettle
tơnung,"stick used to carry something on shoulder, oxcart tongue",2,2_hit_hand_carry_stick
tơnŭng-long tơnŭng,type of tree with large useable bark,19,19_tree_branch_branches_trees
tơ'nỡng,to catch drips of water ,8,8_water_river_sea_stream
tơng,"to think, guess ",10,10_think_speak_understand_tell
tơng gơrơng,to completely finish,-1,-1_to_be_of_and
tơngah,"in a few days, soon ",3,3_time_day_night_if
tơngiĕt,cold ,42,42_cold_hot_cool_season
"tơnglang, đak tơnglang",bamboo water system of Bahnar,15,15_bamboo_tube_xylophone_tall
tơnglăp,small box ,-1,-1_to_be_of_and
tơnglỡp,lid cover ,-1,-1_to_be_of_and
tơngưih,"to moan, groan, feel nauseated",1,1_noise_sound_tiger_of
tơ'ngam-sơnĕnh tơ'ngam,molars,20,20_teeth_mouth_throat_lick
tơ'ngĕl,of person to have small head ,7,7_clothes_head_cloth_wrinkled
tơ'ngiơh,fingernail ,-1,-1_to_be_of_and
tơ'ngla,"owner, landlord; self; honorific used with acquaintances for 'you' ",13,13_person_people_1st_2nd
tơ'ngot,of trees to rub against each other ,19,19_tree_branch_branches_trees
tơ'ngot,to hit by mistake because tall,2,2_hit_hand_carry_stick
tơ'ngơr,roof of mouth ,20,20_teeth_mouth_throat_lick
tơ'ngum,to cook in the coals with leaves around ,4,4_fire_light_boil_kettle
tơ'nguỡ,a tune melody ,-1,-1_to_be_of_and
tơnh,fussy in choosing ,-1,-1_to_be_of_and
tơpa,type of turtle that lives in water,-1,-1_to_be_of_and
tơpai,rabbit,34,34_particle_final_question_imperative
tơpang,"(bound morpheme that occurs in towpang ti, tơpang jỡng)",-1,-1_to_be_of_and
tơpang ti,hand,2,2_hit_hand_carry_stick
tơpang jỡng,foot,-1,-1_to_be_of_and
tơpă,"truly, really",10,10_think_speak_understand_tell
tơpăt,"straight, honest, truthful",10,10_think_speak_understand_tell
tơphĕ,to break off as fruit from tree of its own accord ,9,9_fruit_leaf_plant_leaves
tơpi ,to fan each other,-1,-1_to_be_of_and
tơpiêt,facial expression indicating unbelief,-1,-1_to_be_of_and
tơplễ,to designate person with big stomach,26,26_stomach_fat_strong_bloated
tơplih,to change,41,41_over_change_turn_turning
tơplŏ,"of paint, skin to peel, flake",-1,-1_to_be_of_and
tơplŏng,to jump,-1,-1_to_be_of_and
tơplôch,to straighten out wire; to let fish go from hand accidentally,21,21_fish_catch_net_poison
tơpôl,"crowd, flock, herd",31,31_horse_pig_cow_goat
topỗ,to become good friends,-1,-1_to_be_of_and
tơpơh,seven,-1,-1_to_be_of_and
tơpỡk,to make to fall over,33,33_fall_down_descend_stumble
tơprah,to splash; to shoot each other,2,2_hit_hand_carry_stick
tơprŭp,to make bilabial trill--spit showing unbelief,52,52_that_there_sight_marker
tơpu,"bird nest, nest, den",11,11_bird_birds_rooster_nest
tơpung,"flour, dough",0,0_praise_greet_oh_me
tơpŭ,to bear a child,14,14_children_law_mother_father
"tơpŭ, măt tơpŭ",having same name,13,13_person_people_1st_2nd
tơpŭ,to put something on someone's back for him to carry,2,2_hit_hand_carry_stick
tơpŭng,bat ,0,0_praise_greet_oh_me
tơr ,period of time ,3,3_time_day_night_if
tơra ,sickness in stomach as when wet from rain,-1,-1_to_be_of_and
tơrăn,to be weak,26,26_stomach_fat_strong_bloated
tơring,"a group of villages under one jurisdiction, an area that includes many villages ",-1,-1_to_be_of_and
tơring-tơrang,intensive form of tơring,29,29_intensive_form_lơ_truly
tơrơ ,"to be afraid, shake from fear",57,57_shake_fear_shaking_from
tơsen,"greedy, selfish, miserly",0,0_praise_greet_oh_me
tơsĕr,to slip,-1,-1_to_be_of_and
tơsi,comb,-1,-1_to_be_of_and
tơsĭn,nine,-1,-1_to_be_of_and
tơsŭl,"of string, to be all tangled up",18,18_thread_weaving_instrument_wind
tơtă,to accuse,45,45_lie_accuse_fool_deceive
tơteh,to knock; to fight each other,-1,-1_to_be_of_and
tơtei,to shake as when cold,57,57_shake_fear_shaking_from
tơtĕnh,hurry up ,12,12_quickly_walking_go_walk
tơtir,"rags used to clean with, etc.",7,7_clothes_head_cloth_wrinkled
tơtir-tơtăn,clothes ,7,7_clothes_head_cloth_wrinkled
tơtĭnh,"to think, figure out ",10,10_think_speak_understand_tell
tơtŏ,warmer ,42,42_cold_hot_cool_season
tơtôm-tơtĕch,"everything, all kinds ",5,5_more_nothing_completely_all
tơtrăp-tơtrĭn,very heavy ,26,26_stomach_fat_strong_bloated
tơtreh,to shake head as when shaking water off ,57,57_shake_fear_shaking_from
tơtroi,a few people walking one behind another,12,12_quickly_walking_go_walk
tơtrôi,many people walking one behind another,12,12_quickly_walking_go_walk
tơtrơn,to be one on top of another,-1,-1_to_be_of_and
tơtuh,"to flap wings, to shake clothes",-1,-1_to_be_of_and
tơwih,"to make to go home, to take home, to pay back, bring back",-1,-1_to_be_of_and
tơwir,"to make oneself like another person or like an animal, make something like something else",-1,-1_to_be_of_and
tơyông,sticky rice,6,6_rice_husked_cooked_grain
tỡk,"to suck in on pipe to light, to hunt fish with a torch ",21,21_fish_catch_net_poison
tỡk,to put out light or fire ,4,4_fire_light_boil_kettle
tỡ ,to reach as with hand,2,2_hit_hand_carry_stick
"tỡl, tôm-tĕch tôm-tỡl","everything, all kinds ",5,5_more_nothing_completely_all
tỡm,to butt ,-1,-1_to_be_of_and
tỡp,until ,3,3_time_day_night_if
tỡng ,"if, when ",3,3_time_day_night_if
tỡr,"board, plank, lumber",19,19_tree_branch_branches_trees
tỡr mơk,larva of dragonfly ,27,27_bee_ant_insect_fly
trah,"to throw out a net, to throw over shoulder",-1,-1_to_be_of_and
trang,of cane like sugarcane but not edible,-1,-1_to_be_of_and
trăl,"to stay up, not sleep",24,24_sick_tired_sleep_sickness
trăm,to place wood in water so that termites will not eat later on ,-1,-1_to_be_of_and
trăp ,heavy,26,26_stomach_fat_strong_bloated
trăp-trĭn,intensive of trăp,44,44_trap_animals_bait_pam
tre-wĕt,a bird that is about the same size as a pigeon but with very slender long legs,11,11_bird_birds_rooster_nest
trem,"a good crop, much fruit ",9,9_fruit_leaf_plant_leaves
tret,to cut off sections of a log,49,49_cut_slices_into_straight
trĕng,reed used to sip wine,47,47_wine_jar_pour_great
trĕp,to peek,28,28_look_at_peek_test
tring,to pour liquid into something small as a glass,47,47_wine_jar_pour_great
"triu, bơbe triu",sheep,31,31_horse_pig_cow_goat
troch,to sharpen a stick or pencil,38,38_knife_blade_handle_sword
trom,trunk of an elephant,1,1_noise_sound_tiger_of
trong,"road, path",-1,-1_to_be_of_and
trong sơlah,fork or intersection,-1,-1_to_be_of_and
trop,a small fish trap used to catch sleeping fish,-1,-1_to_be_of_and
trŏ,"correct, accurate, right; to be (accurately) hit or affected by something",2,2_hit_hand_carry_stick
'long trŏ,sliver,0,0_praise_greet_oh_me
trŏl,of water to boil ,4,4_fire_light_boil_kettle
trôih,to mend something that is woven with bamboo,15,15_bamboo_tube_xylophone_tall
trỗ,"to put on shoes, socks, ring",-1,-1_to_be_of_and
trơ-wơ,type of corn-like plant seed of which is used to make wine and other things ,-1,-1_to_be_of_and
trơn ,"to pile on, place one on top of another",-1,-1_to_be_of_and
trỡp,swamp,0,0_praise_greet_oh_me
truh,"to arrive, reach",-1,-1_to_be_of_and
trum,of clothes to be black ,17,17_dark_skin_white_black
truŏ-trua,to designate a straight tree ,19,19_tree_branch_branches_trees
trŭt,"to shrink, to release from stretching ",35,35_leg_arm_legs_joint
tu,the headwaters or source of stream; north ,8,8_water_river_sea_stream
tu-ru tu-ru,the noise of a dog barking ,1,1_noise_sound_tiger_of
tuang,to spread out,-1,-1_to_be_of_and
tuch-luch,the very end,-1,-1_to_be_of_and
tuĕnh,"to twist, of stomach to twist and turn and be painful ",-1,-1_to_be_of_and
tuh,"to pour; of sweat to pour out; of frogs to lay eggs, of animals to give birth ",-1,-1_to_be_of_and
tung,to carry on the shoulder ,2,2_hit_hand_carry_stick
tuơh,to scoop ,20,20_teeth_mouth_throat_lick
tur,"in, inside",-1,-1_to_be_of_and
tŭk,to throw out fog,-1,-1_to_be_of_and
tŭl,"dull, not pointed",38,38_knife_blade_handle_sword
"tŭl, ti tŭl",arm amputated ,35,35_leg_arm_legs_joint
tŭl ,to pound meat ,-1,-1_to_be_of_and
tŭl bơbŭl,of round things to roll when they fall,56,56_roll_up_curl_curled
tŭn,to push something away from you ,2,2_hit_hand_carry_stick
tŭng ,to begin to,-1,-1_to_be_of_and
tŭng blŭng,"to begin, the beginning ",-1,-1_to_be_of_and
tŭng dik ,strong young man,-1,-1_to_be_of_and
"tŭng, klăn tŭng",the shorter variety of python,0,0_praise_greet_oh_me
tŭp-tŭp,mudhen,0,0_praise_greet_oh_me
tŭr,to hit with the side of the hand,2,2_hit_hand_carry_stick
tưk,to pry up as in rolling stones,-1,-1_to_be_of_and
uak-uak,to tear or split something easy and straight,-1,-1_to_be_of_and
uăk uăk,"the cry of chickens, birds",11,11_bird_birds_rooster_nest
uh,"woods, brush and weeds",32,32_grass_weeds_garden_woods
uh,"to massage, rub ",48,48_clean_wash_dirty_rub
uing-duỡt kơ uing dơwing,description of a very large village,-1,-1_to_be_of_and
um,to winnow rice,6,6_rice_husked_cooked_grain
um,"drawing, picture, shape",-1,-1_to_be_of_and
"uơuih(, 'wơ'wih)",to look here and there for,0,0_praise_greet_oh_me
uỡt,to do aimlessly,-1,-1_to_be_of_and
ŭ,name of large Vietnamese hen,-1,-1_to_be_of_and
ŭk,to throw out,-1,-1_to_be_of_and
ŭnh,"fire, stove, lantern",4,4_fire_light_boil_kettle
ŭnh om,husband and wife,-1,-1_to_be_of_and
ư,to praise,0,0_praise_greet_oh_me
"ư-ŏ, pơgang ư-ŏ",type of medicine used to stop spirits from entering village,-1,-1_to_be_of_and
ư,yes ,-1,-1_to_be_of_and
ưh,"no, negative marker",-1,-1_to_be_of_and
ư-hữ ư-hă,noise of ghosts,1,1_noise_sound_tiger_of
ưih ưih,noise of groaning or noise of a ghost,1,1_noise_sound_tiger_of
ữ,yes ,-1,-1_to_be_of_and
wah,"to fish by rod, line ",21,21_fish_catch_net_poison
wai,spider ,0,0_praise_greet_oh_me
wai,to set up thread for weaving ,18,18_thread_weaving_instrument_wind
wai ning,the evening star ,3,3_time_day_night_if
wang,"altogether, all, completely ",5,5_more_nothing_completely_all
wang,to come together,43,43_together_meet_gather_discuss
wang,to encircle,-1,-1_to_be_of_and
wao,to understand,10,10_think_speak_understand_tell
war,to make fence as around garden ,32,32_grass_weeds_garden_woods
war,enough with some left over ,5,5_more_nothing_completely_all
way way,to describe difficult situation ,-1,-1_to_be_of_and
wă,"to want, be about to, in order to ",16,16_desire_want_do_strive
wă,imperative particle occurring clause final,34,34_particle_final_question_imperative
wăn,spare time ,3,3_time_day_night_if
wăn,to wind up as thread ,18,18_thread_weaving_instrument_wind
wây,final question particle ,34,34_particle_final_question_imperative
weh,to turn aside ,41,41_over_change_turn_turning
wei,"to herd, shepherd, watch over, rule, guard, keep",31,31_horse_pig_cow_goat
wek,of a thorn to scratch ,-1,-1_to_be_of_and
wen ,"to roll up, curl up body ",56,56_roll_up_curl_curled
wer,to detour ,-1,-1_to_be_of_and
wet,to pull trigger of gun crossbow ,-1,-1_to_be_of_and
wĕch,to twist to break off fruit from tree,9,9_fruit_leaf_plant_leaves
wĕch,the top part of a tree; the ending of a story (as opposed to trunk of tree or in abstract form beginning) ,19,19_tree_branch_branches_trees
wĕl,to spin ,-1,-1_to_be_of_and
wĕm,hooked as hooked bill ,-1,-1_to_be_of_and
