,Keys,Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Probability,Representative_document
3573,tơpơh,seven,2,2_more_enough_completely_all,"['more', 'enough', 'completely', 'all', 'much', 'only', 'many', 'kind', 'one', 'five']","['the more... the more', 'all, no more', 'no more, enough']",more - enough - completely - all - much - only - many - kind - one - five,1.0,False
3574,tơpỡk,to make to fall over,4,4_fall_down_jump_stand,"['fall', 'down', 'jump', 'stand', 'lean', 'upon', 'falling', 'over', 'up', 'quickly']","['to fall down from standing position, fall over', 'to make to fall over', 'to make to fall down ']",fall - down - jump - stand - lean - upon - falling - over - up - quickly,1.0,True
3575,tơprah,to splash; to shoot each other,54,54_hit_target_miss_slug,"['hit', 'target', 'miss', 'slug', 'shoot', 'always', 'almost', 'aim', 'affected', 'barely']","['to almost hit the target barely miss', 'to always hit the target ', 'to hit target']",hit - target - miss - slug - shoot - always - almost - aim - affected - barely,0.7507668158306823,False
3576,tơprŭp,to make bilabial trill--spit showing unbelief,-1,-1_to_do_in_be,"['to', 'do', 'in', 'be', 'up', 'something', 'have', 'that', 'head', 'used']","['to do something to get it over with', 'to prevent from going by word of mouth; to accuse someone else for something you did', 'to do two things at the same time']",to - do - in - be - up - something - have - that - head - used,0.0,False
3577,tơpu,"bird nest, nest, den",1,1_bird_birds_wings_rooster,"['bird', 'birds', 'wings', 'rooster', 'duck', 'nest', 'hen', 'pigeon', 'chickens', 'describe']","['a type of bird', 'bird', 'bird']",bird - birds - wings - rooster - duck - nest - hen - pigeon - chickens - describe,0.4002266057332434,False
3578,tơpung,"flour, dough",-1,-1_to_do_in_be,"['to', 'do', 'in', 'be', 'up', 'something', 'have', 'that', 'head', 'used']","['to do something to get it over with', 'to prevent from going by word of mouth; to accuse someone else for something you did', 'to do two things at the same time']",to - do - in - be - up - something - have - that - head - used,0.0,False
3579,tơpŭ,to bear a child,-1,-1_to_do_in_be,"['to', 'do', 'in', 'be', 'up', 'something', 'have', 'that', 'head', 'used']","['to do something to get it over with', 'to prevent from going by word of mouth; to accuse someone else for something you did', 'to do two things at the same time']",to - do - in - be - up - something - have - that - head - used,0.0,False
3580,"tơpŭ, măt tơpŭ",having same name,-1,-1_to_do_in_be,"['to', 'do', 'in', 'be', 'up', 'something', 'have', 'that', 'head', 'used']","['to do something to get it over with', 'to prevent from going by word of mouth; to accuse someone else for something you did', 'to do two things at the same time']",to - do - in - be - up - something - have - that - head - used,0.0,False
3581,tơpŭ,to put something on someone's back for him to carry,87,87_carry_shoulder_carrying_hold,"['carry', 'shoulder', 'carrying', 'hold', 'on', 'back', 'warmth', 'shoulders', 'holster', 'rocking']","['to carry by pole on shoulder', 'to carry on back', 'to carry on the shoulder ']",carry - shoulder - carrying - hold - on - back - warmth - shoulders - holster - rocking,1.0,False
3582,tơpŭng,bat ,-1,-1_to_do_in_be,"['to', 'do', 'in', 'be', 'up', 'something', 'have', 'that', 'head', 'used']","['to do something to get it over with', 'to prevent from going by word of mouth; to accuse someone else for something you did', 'to do two things at the same time']",to - do - in - be - up - something - have - that - head - used,0.0,False
3583,tơr ,period of time ,92,92_time_period_short_minute,"['time', 'period', 'short', 'minute', 'clock', 'occurrence', 'space', 'spare', 'plenty', 'times']","['time', 'short period of time', 'time, short period of time']",time - period - short - minute - clock - occurrence - space - spare - plenty - times,1.0,False
3584,tơra ,sickness in stomach as when wet from rain,31,31_sick_fever_sore_sickness,"['sick', 'fever', 'sore', 'sickness', 'faint', 'breath', 'breathe', 'working', 'from', 'severe']","['to be sore from working ', 'fever', 'after sickness when feeling almost well to have a bath and then get sick and die ']",sick - fever - sore - sickness - faint - breath - breathe - working - from - severe,1.0,False
3585,tơrăn,to be weak,86,86_strong_weak_active_thinin,"['strong', 'weak', 'active', 'thinin', 'bodily', 'strongbodied', 'failing', 'health', 'lasting', 'muscular']","['to be weak', 'strong', 'strong']",strong - weak - active - thinin - bodily - strongbodied - failing - health - lasting - muscular,1.0,True
3586,tơring,"a group of villages under one jurisdiction, an area that includes many villages ",32,32_village_house_villages_intensification,"['village', 'house', 'villages', 'intensification', 'section', 'empty', 'area', 'large', 'old', 'indicate']","['to designate large village', 'large village', 'village']",village - house - villages - intensification - section - empty - area - large - old - indicate,0.8570366128407959,False
3587,tơring-tơrang,intensive form of tơring,23,23_intensive_form_truly_really,"['intensive', 'form', 'truly', 'really', 'klk', 'tkul', 'tm', 'tring', 'nhnhn', 'trp']","['intensive of trăp', 'intensive of kơtum', 'intensive of']",intensive - form - truly - really - klk - tkul - tm - tring - nhnhn - trp,0.5789639951425275,False
3588,tơrơ ,"to be afraid, shake from fear",48,48_shake_fear_shaking_earthquake,"['shake', 'fear', 'shaking', 'earthquake', 'cold', 'head', 'from', 'explosion', 'electrical', 'flap']","['to shake from fear', 'to shake from fear', 'to shake from fear ']",shake - fear - shaking - earthquake - cold - head - from - explosion - electrical - flap,0.4503234252436994,False
3589,tơsen,"greedy, selfish, miserly",27,27_desire_want_eager_do,"['desire', 'want', 'eager', 'do', 'wish', 'wants', 'greedy', 'purpose', 'no', 'what']","['to want, desire', 'to want, desire ', 'to want, desire']",desire - want - eager - do - wish - wants - greedy - purpose - no - what,0.3389420889807392,False
3590,tơsĕr,to slip,52,52_grab_pull_take_caught,"['grab', 'pull', 'take', 'caught', 'pinching', 'pry', 'cupboard', 'capture', 'stuck', 'quickly']","['grab', 'to grab quickly', 'to pull out']",grab - pull - take - caught - pinching - pry - cupboard - capture - stuck - quickly,0.7952853032907015,False
3591,tơsi,comb,62,62_hair_curly_unruly_matted,"['hair', 'curly', 'unruly', 'matted', 'comb', 'bald', 'ends', 'whose', 'washes', 'bun']","['body hair ', 'of hair to be all over the place ', 'hair all over the place unruly hair']",hair - curly - unruly - matted - comb - bald - ends - whose - washes - bun,0.2274251973624706,False
3592,tơsĭn,nine,2,2_more_enough_completely_all,"['more', 'enough', 'completely', 'all', 'much', 'only', 'many', 'kind', 'one', 'five']","['the more... the more', 'all, no more', 'no more, enough']",more - enough - completely - all - much - only - many - kind - one - five,1.0,False
3593,tơsŭl,"of string, to be all tangled up",18,18_weaving_thread_rope_weave,"['weaving', 'thread', 'rope', 'weave', 'string', 'instrument', 'wire', 'used', 'cotton', 'sew']","['instrument used to keep thread close together in weaving', 'instrument used carry thread in weaving', 'an instrument used to keep thread in weaving even ']",weaving - thread - rope - weave - string - instrument - wire - used - cotton - sew,0.33065691456504276,False
3594,tơtă,to accuse,-1,-1_to_do_in_be,"['to', 'do', 'in', 'be', 'up', 'something', 'have', 'that', 'head', 'used']","['to do something to get it over with', 'to prevent from going by word of mouth; to accuse someone else for something you did', 'to do two things at the same time']",to - do - in - be - up - something - have - that - head - used,0.0,False
3595,tơteh,to knock; to fight each other,85,85_fight_each_other_kick,"['fight', 'each', 'other', 'kick', 'gun', 'war', 'swords', 'army', 'battle', 'cannon']","['to make dogs fight each other', 'fight each other ', 'to knock; to fight each other']",fight - each - other - kick - gun - war - swords - army - battle - cannon,1.0,True
3596,tơtei,to shake as when cold,48,48_shake_fear_shaking_earthquake,"['shake', 'fear', 'shaking', 'earthquake', 'cold', 'head', 'from', 'explosion', 'electrical', 'flap']","['to shake from fear', 'to shake from fear', 'to shake from fear ']",shake - fear - shaking - earthquake - cold - head - from - explosion - electrical - flap,1.0,False
3597,tơtĕnh,hurry up ,33,33_quickly_hurry_fast_wait,"['quickly', 'hurry', 'fast', 'wait', 'fluently', 'slowly', 'ambush', 'busy', 'speak', 'come']","['to do quickly ', 'fast, quickly ', 'quickly, fast']",quickly - hurry - fast - wait - fluently - slowly - ambush - busy - speak - come,1.0,False
3598,tơtir,"rags used to clean with, etc.",13,13_clothes_pretty_skirt_blanket,"['clothes', 'pretty', 'skirt', 'blanket', 'cloth', 'loincloth', 'clothing', 'trousers', 'waist', 'paper']","['to put on clothes', 'clothes', 'clothes ']",clothes - pretty - skirt - blanket - cloth - loincloth - clothing - trousers - waist - paper,0.6860225085483058,False
3599,tơtir-tơtăn,clothes ,13,13_clothes_pretty_skirt_blanket,"['clothes', 'pretty', 'skirt', 'blanket', 'cloth', 'loincloth', 'clothing', 'trousers', 'waist', 'paper']","['to put on clothes', 'clothes', 'clothes ']",clothes - pretty - skirt - blanket - cloth - loincloth - clothing - trousers - waist - paper,1.0,True
3600,tơtĭnh,"to think, figure out ",11,11_think_forget_recognize_understand,"['think', 'forget', 'recognize', 'understand', 'mistakenly', 'test', 'guess', 'know', 'try', 'ask']","['to think mistakenly ', 'to suppose, think, think mistakenly', 'to think']",think - forget - recognize - understand - mistakenly - test - guess - know - try - ask,0.7207699672832363,False
3601,tơtŏ,warmer ,76,76_cold_warm_food_coldest,"['cold', 'warm', 'food', 'coldest', 'warmer', 'ice', 'heat', 'sweaty', 'cool', 'season']","['cold water, food', 'of food to be cold', 'cold ']",cold - warm - food - coldest - warmer - ice - heat - sweaty - cool - season,1.0,False
3602,tơtôm-tơtĕch,"everything, all kinds ",2,2_more_enough_completely_all,"['more', 'enough', 'completely', 'all', 'much', 'only', 'many', 'kind', 'one', 'five']","['the more... the more', 'all, no more', 'no more, enough']",more - enough - completely - all - much - only - many - kind - one - five,0.6216009103150287,False
3603,tơtrăp-tơtrĭn,very heavy ,-1,-1_to_do_in_be,"['to', 'do', 'in', 'be', 'up', 'something', 'have', 'that', 'head', 'used']","['to do something to get it over with', 'to prevent from going by word of mouth; to accuse someone else for something you did', 'to do two things at the same time']",to - do - in - be - up - something - have - that - head - used,0.0,False
3604,tơtreh,to shake head as when shaking water off ,48,48_shake_fear_shaking_earthquake,"['shake', 'fear', 'shaking', 'earthquake', 'cold', 'head', 'from', 'explosion', 'electrical', 'flap']","['to shake from fear', 'to shake from fear', 'to shake from fear ']",shake - fear - shaking - earthquake - cold - head - from - explosion - electrical - flap,1.0,False
3605,tơtroi,a few people walking one behind another,35,35_people_many_group_race,"['people', 'many', 'group', 'race', 'doing', 'behind', 'another', 'together', 'walking', 'young']","['many people doing something together', 'people ', 'many people']",people - many - group - race - doing - behind - another - together - walking - young,0.96483015574026,False
3606,tơtrôi,many people walking one behind another,35,35_people_many_group_race,"['people', 'many', 'group', 'race', 'doing', 'behind', 'another', 'together', 'walking', 'young']","['many people doing something together', 'people ', 'many people']",people - many - group - race - doing - behind - another - together - walking - young,1.0,False
3607,tơtrơn,to be one on top of another,-1,-1_to_do_in_be,"['to', 'do', 'in', 'be', 'up', 'something', 'have', 'that', 'head', 'used']","['to do something to get it over with', 'to prevent from going by word of mouth; to accuse someone else for something you did', 'to do two things at the same time']",to - do - in - be - up - something - have - that - head - used,0.0,False
3608,tơtuh,"to flap wings, to shake clothes",48,48_shake_fear_shaking_earthquake,"['shake', 'fear', 'shaking', 'earthquake', 'cold', 'head', 'from', 'explosion', 'electrical', 'flap']","['to shake from fear', 'to shake from fear', 'to shake from fear ']",shake - fear - shaking - earthquake - cold - head - from - explosion - electrical - flap,1.0,False
3609,tơwih,"to make to go home, to take home, to pay back, bring back",-1,-1_to_do_in_be,"['to', 'do', 'in', 'be', 'up', 'something', 'have', 'that', 'head', 'used']","['to do something to get it over with', 'to prevent from going by word of mouth; to accuse someone else for something you did', 'to do two things at the same time']",to - do - in - be - up - something - have - that - head - used,0.0,False
3610,tơwir,"to make oneself like another person or like an animal, make something like something else",63,63_obey_customs_oneself_laws,"['obey', 'customs', 'oneself', 'laws', 'control', 'like', 'versa', 'govern', 'subjugate', 'vice']","['to obey', 'to obey', 'to make to obey ']",obey - customs - oneself - laws - control - like - versa - govern - subjugate - vice,0.6325651219037556,False
